Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	674.418	-643.786	-719.773				869.333	-780.86	-702.083	875.699	-506.487	-774.748	501.41	-490.68	-661.116
2	0	674.41	-643.773	-719.758				869.321	-780.853	-702.079	875.71	-506.493	-774.758	501.413	-490.669	-661.111
3	0	674.412	-643.765	-719.758				870.007	-780.568	-702.414	875.601	-506.439	-774.833	501.415	-490.661	-661.109
4	0	674.404	-643.772	-719.761				870.003	-780.57	-702.416	875.598	-506.453	-774.845	501.421	-490.642	-661.104
5	0	674.406	-643.756	-719.758				870	-780.564	-702.405	875.597	-506.46	-774.846	501.425	-490.633	-661.102
6	0	674.401	-643.749	-719.752				869.981	-780.58	-702.399	875.597	-506.458	-774.853	501.428	-490.622	-661.091
7	0	674.393	-643.759	-719.748				869.972	-780.586	-702.402	875.593	-506.468	-774.857	501.432	-490.614	-661.081
8	0	674.387	-643.745	-719.75				869.982	-780.575	-702.405	875.583	-506.476	-774.862	501.43	-490.606	-661.073
9	0	674.389	-643.736	-719.74				869.965	-780.589	-702.411	875.585	-506.468	-774.874	501.431	-490.597	-661.063
10	0	674.382	-643.731	-719.734				869.982	-780.57	-702.412	875.571	-506.481	-774.88	501.436	-490.592	-661.053
11	0	674.378	-643.723	-719.749				869.999	-780.558	-702.424	875.575	-506.474	-774.882	501.438	-490.588	-661.046
12	0	674.387	-643.71	-719.717				869.969	-780.586	-702.437	875.573	-506.479	-774.886	501.438	-490.584	-661.036
13	0	674.378	-643.742	-719.739				869.982	-780.576	-702.441	875.57	-506.47	-774.891	501.438	-490.584	-661.025
14	0	674.372	-643.719	-719.735				870.017	-780.534	-702.448	875.56	-506.479	-774.893	501.44	-490.583	-661.014
15	0	674.367	-643.724	-719.748				870.023	-780.533	-702.461	875.563	-506.467	-774.9	501.437	-490.58	-661.002
16	0	674.369	-643.719	-719.739				870.035	-780.514	-702.478	875.556	-506.469	-774.903	501.432	-490.581	-660.995
17	0	674.368	-643.724	-719.742				870.025	-780.526	-702.492	875.549	-506.461	-774.906	501.432	-490.584	-660.986
18	0	674.357	-643.721	-719.75				870.034	-780.514	-702.499	875.542	-506.464	-774.906	501.432	-490.59	-660.974
19	0	674.355	-643.72	-719.748				869.995	-780.552	-702.517	875.537	-506.461	-774.901	501.426	-490.596	-660.966
20	0	674.361	-643.74	-719.734				870.005	-780.544	-702.526	875.536	-506.451	-774.898	501.425	-490.601	-660.954
21	0	674.353	-643.726	-719.75				869.993	-780.555	-702.541	875.533	-506.456	-774.899	501.423	-490.611	-660.947
22	0	674.361	-643.755	-719.734				870.01	-780.533	-702.557	875.537	-506.439	-774.893	501.425	-490.617	-660.94
23	0	674.355	-643.719	-719.755				870.004	-780.542	-702.569	875.529	-506.441	-774.895	501.421	-490.622	-660.936
24	0	674.366	-643.747	-719.756				870.031	-780.518	-702.579	875.534	-506.421	-774.885	501.419	-490.63	-660.925
25	0	674.367	-643.734	-719.74				870.034	-780.513	-702.589	875.524	-506.421	-774.879	501.418	-490.644	-660.918
26	0	674.357	-643.731	-719.764				870.031	-780.519	-702.606	875.517	-506.421	-774.874	501.415	-490.651	-660.907
27	0	674.367	-643.757	-719.759				870.048	-780.506	-702.615	875.517	-506.401	-774.867	501.41	-490.662	-660.902
28	0	674.369	-643.753	-719.762				870.052	-780.499	-702.63	875.513	-506.402	-774.863	501.406	-490.674	-660.893
