Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1629.88	-615.528	-986.448	1486.43	-792.711	-921.572				1782.8	-417.969	-970.716	1408.76	-530.973	-1021.62
2	0	1629.88	-615.536	-986.459	1486.47	-792.722	-921.567				1782.81	-417.978	-970.728	1408.77	-530.979	-1021.61
3	0	1629.87	-615.53	-986.457	1486.46	-792.717	-921.581				1782.82	-417.985	-970.737	1408.78	-530.979	-1021.6
4	0	1629.9	-615.554	-986.452	1486.46	-792.715	-921.562				1782.82	-417.994	-970.746	1408.77	-530.968	-1021.6
5	0	1629.88	-615.538	-986.463	1486.42	-792.697	-921.533				1782.83	-418.009	-970.76	1408.78	-530.958	-1021.57
6	0	1629.86	-615.539	-986.464	1486.54	-792.744	-921.557				1782.85	-418.02	-970.768	1408.79	-530.952	-1021.58
7	0	1629.85	-615.54	-986.471	1486.34	-792.666	-921.516				1782.86	-418.031	-970.778	1408.78	-530.942	-1021.56
8	0	1629.87	-615.547	-986.479	1486.42	-792.698	-921.524				1782.87	-418.037	-970.785	1408.77	-530.929	-1021.55
9	0	1629.83	-615.536	-986.482	1486.4	-792.689	-921.49				1782.87	-418.045	-970.801	1408.77	-530.915	-1021.54
10	0	1629.84	-615.541	-986.477	1486.36	-792.674	-921.487				1782.89	-418.059	-970.812	1408.79	-530.916	-1021.52
11	0	1629.85	-615.551	-986.481	1486.41	-792.696	-921.462				1782.9	-418.067	-970.824	1408.77	-530.899	-1021.5
12	0	1629.85	-615.554	-986.505	1486.35	-792.665	-921.453				1782.9	-418.076	-970.831	1408.78	-530.895	-1021.5
13	0	1629.8	-615.541	-986.494	1486.36	-792.664	-921.44				1782.91	-418.083	-970.842	1408.78	-530.884	-1021.49
14	0	1629.8	-615.536	-986.499	1486.38	-792.673	-921.421				1782.92	-418.093	-970.853	1408.78	-530.875	-1021.48
15	0	1629.83	-615.55	-986.501	1486.35	-792.666	-921.411				1782.92	-418.099	-970.864	1408.79	-530.875	-1021.47
16	0	1629.82	-615.549	-986.497	1486.35	-792.654	-921.415				1782.92	-418.104	-970.874	1408.79	-530.868	-1021.46
17	0	1629.81	-615.545	-986.498	1486.34	-792.652	-921.396				1782.93	-418.113	-970.882	1408.79	-530.868	-1021.45
18	0	1629.8	-615.542	-986.5	1486.35	-792.655	-921.391				1782.94	-418.113	-970.892	1408.78	-530.858	-1021.45
19	0	1629.83	-615.552	-986.505	1486.31	-792.634	-921.389				1782.94	-418.121	-970.901	1408.79	-530.854	-1021.44
20	0	1629.79	-615.542	-986.497	1486.28	-792.622	-921.385				1782.94	-418.124	-970.912	1408.78	-530.848	-1021.44
21	0	1629.81	-615.551	-986.496	1486.32	-792.629	-921.373				1782.94	-418.124	-970.917	1408.78	-530.842	-1021.44
22	0	1629.81	-615.551	-986.498	1486.33	-792.631	-921.37				1782.94	-418.127	-970.928	1408.76	-530.83	-1021.44
23	0	1629.77	-615.533	-986.496	1486.32	-792.625	-921.374				1782.94	-418.13	-970.93	1408.74	-530.821	-1021.43
24	0	1629.82	-615.552	-986.502	1486.26	-792.597	-921.347				1782.95	-418.128	-970.935	1408.76	-530.824	-1021.43
25	0	1629.8	-615.548	-986.502	1486.25	-792.587	-921.35				1782.95	-418.126	-970.939	1408.77	-530.822	-1021.42
26	0	1629.8	-615.546	-986.491	1486.3	-792.605	-921.343				1782.96	-418.131	-970.944	1408.77	-530.82	-1021.42
27	0	1629.78	-615.533	-986.5	1486.3	-792.606	-921.333				1782.95	-418.127	-970.95	1408.77	-530.825	-1021.42
28	0	1629.79	-615.536	-986.491	1486.31	-792.603	-921.334				1782.96	-418.126	-970.956	1408.77	-530.821	-1021.43
29	0	1629.8	-615.54	-986.492	1486.31	-792.6	-921.326				1782.96	-418.125	-970.955	1408.77	-530.817	-1021.42
30	0	1629.75	-615.515	-986.486	1486.28	-792.59	-921.3				1782.96	-418.119	-970.956	1408.78	-530.824	-1021.42
31	0	1629.79	-615.53	-986.49	1486.28	-792.586	-921.3				1782.96	-418.12	-970.959	1408.76	-530.824	-1021.43
32	0	1629.82	-615.542	-986.491	1486.25	-792.563	-921.311				1782.95	-418.112	-970.959	1408.76	-530.818	-1021.42
33	0	1629.78	-615.522	-986.483	1486.29	-792.581	-921.317				1782.96	-418.114	-970.957	1408.78	-530.827	-1021.43
34	0	1629.82	-615.538	-986.481	1486.3	-792.578	-921.302				1782.94	-418.101	-970.96	1408.77	-530.823	-1021.43
35	0	1629.81	-615.525	-986.497	1486.26	-792.567	-921.314				1782.95	-418.098	-970.957	1408.77	-530.822	-1021.43
36	0	1629.8	-615.514	-986.48	1486.32	-792.583	-921.29				1782.95	-418.093	-970.957	1408.78	-530.832	-1021.44
37	0	1629.71	-615.553	-986.434	1486.32	-792.578	-921.287				1782.94	-418.083	-970.957	1408.78	-530.836	-1021.45
38	0	1629.85	-615.501	-986.518	1486.34	-792.586	-921.303				1782.94	-418.078	-970.953	1408.77	-530.832	-1021.45
39	0	1629.85	-615.496	-986.525	1486.34	-792.583	-921.295				1783.19	-418.322	-970.885	1408.77	-530.836	-1021.45
40	0	1629.85	-615.49	-986.505	1486.34	-792.577	-921.298				1783.19	-418.315	-970.878	1408.77	-530.838	-1021.46
41	0	1629.89	-615.506	-986.517	1486.31	-792.57	-921.296				1783.19	-418.313	-970.876	1408.78	-530.846	-1021.47
42	0	1629.87	-615.494	-986.518	1486.38	-792.592	-921.288				1783.18	-418.303	-970.869	1408.79	-530.852	-1021.47
43	0	1629.99	-615.447	-986.433	1486.35	-792.583	-921.323				1783.05	-418.16	-970.862	1408.78	-530.846	-1021.47
44	0	1629.86	-615.493	-986.479	1486.39	-792.596	-921.31				1783.17	-418.286	-970.861	1408.8	-530.857	-1021.48
45	0	1629.88	-615.503	-986.476	1486.4	-792.597	-921.312				1783.17	-418.28	-970.853	1408.77	-530.849	-1021.48
46	0	1629.84	-615.482	-986.479	1486.33	-792.565	-921.309				1783.01	-418.11	-970.879	1408.78	-530.849	-1021.48
47	0	1629.86	-615.484	-986.458	1486.43	-792.607	-921.329				1783.03	-418.13	-970.878	1408.77	-530.855	-1021.49
48	0	1629.86	-615.481	-986.463	1486.43	-792.603	-921.321				1783.02	-418.123	-970.868	1408.78	-530.859	-1021.5
49	0	1629.83	-615.475	-986.456	1486.33	-792.567	-921.322				1783.02	-418.118	-970.865	1408.78	-530.87	-1021.5
50	0	1629.84	-615.473	-986.463	1486.41	-792.596	-921.33				1783	-418.101	-970.86	1408.77	-530.882	-1021.51
51	0	1629.87	-615.487	-986.468	1486.39	-792.586	-921.335				1782.99	-418.085	-970.856	1408.68	-530.917	-1021.52
52	0	1629.85	-615.481	-986.461	1486.41	-792.6	-921.326				1782.97	-418.07	-970.852	1408.55	-531	-1021.48
53	0	1629.83	-615.471	-986.473	1486.43	-792.61	-921.331				1782.95	-418.054	-970.848	1408.86	-530.877	-1021.46
54	0	1629.83	-615.465	-986.445	1486.44	-792.623	-921.35				1782.94	-418.037	-970.84	1408.86	-530.881	-1021.46
55	0	1629.87	-615.486	-986.446	1486.46	-792.624	-921.37				1782.93	-418.024	-970.84	1408.86	-530.888	-1021.46
56	0	1629.85	-615.475	-986.451	1486.44	-792.626	-921.365				1782.92	-418.012	-970.836	1408.86	-530.895	-1021.47
57	0	1629.84	-615.471	-986.453	1486.45	-792.624	-921.379				1782.9	-417.992	-970.831	1408.86	-530.889	-1021.48
58	0	1629.86	-615.474	-986.46	1486.45	-792.626	-921.393				1782.89	-417.979	-970.825	1408.87	-530.905	-1021.48
59	0	1629.85	-615.474	-986.454	1486.44	-792.624	-921.388				1782.88	-417.964	-970.818	1408.85	-530.9	-1021.48
60	0	1629.88	-615.486	-986.454	1486.37	-792.603	-921.383				1782.88	-417.966	-970.815	1408.86	-530.903	-1021.49
61	0	1629.91	-615.502	-986.452	1486.46	-792.639	-921.414				1782.88	-417.975	-970.806	1408.86	-530.907	-1021.49
62	0	1629.87	-615.487	-986.457	1486.43	-792.635	-921.411				1782.87	-417.967	-970.796	1408.67	-530.976	-1021.65
63	0	1629.89	-615.502	-986.454	1486.47	-792.654	-921.419				1782.87	-417.97	-970.79	1408.87	-530.924	-1021.51
64	0	1629.88	-615.498	-986.459	1486.47	-792.653	-921.425				1782.87	-417.972	-970.784	1408.88	-530.929	-1021.51
65	0	1629.85	-615.483	-986.454	1486.45	-792.655	-921.43				1782.88	-417.974	-970.781	1408.75	-530.963	-1021.56
66	0	1629.89	-615.507	-986.455	1486.46	-792.662	-921.436				1782.87	-417.978	-970.776	1408.79	-530.936	-1021.56
67	0	1629.9	-615.515	-986.462	1486.47	-792.674	-921.434				1782.87	-417.979	-970.768	1408.83	-530.941	-1021.56
68	0	1629.88	-615.506	-986.467	1486.47	-792.674	-921.467				1782.87	-417.984	-970.765	1408.82	-530.942	-1021.55
69	0	1629.88	-615.514	-986.457	1486.47	-792.683	-921.458				1782.87	-417.986	-970.758	1408.83	-530.943	-1021.56
70	0	1629.9	-615.512	-986.465	1486.42	-792.667	-921.46				1782.87	-417.993	-970.758	1408.81	-530.939	-1021.56
71	0	1629.88	-615.481	-986.442	1486.47	-792.691	-921.48				1782.86	-417.996	-970.752	1408.81	-530.932	-1021.56
72	0	1630.03	-615.502	-986.4	1486.42	-792.673	-921.487				1782.88	-418.007	-970.749	1408.82	-530.95	-1021.55
73	0	1630.05	-615.459	-986.399	1486.4	-792.673	-921.492				1782.87	-418.008	-970.743	1408.8	-530.945	-1021.56
74	0	1629.92	-615.517	-986.522	1486.44	-792.693	-921.508				1782.88	-418.019	-970.741	1408.81	-530.942	-1021.56
75	0	1629.89	-615.505	-986.51	1486.4	-792.677	-921.505				1782.88	-418.028	-970.735	1408.8	-530.933	-1021.56
76	0	1629.89	-615.509	-986.522	1486.38	-792.681	-921.498				1782.89	-418.03	-970.735	1408.78	-530.93	-1021.56
77	0	1629.88	-615.512	-986.513	1486.46	-792.715	-921.506				1782.88	-418.039	-970.736	1408.8	-530.943	-1021.56
78	0	1629.9	-615.523	-986.521	1486.45	-792.713	-921.517				1782.88	-418.045	-970.735	1408.8	-530.943	-1021.56
79	0	1629.86	-615.502	-986.527	1486.43	-792.711	-921.526				1782.89	-418.053	-970.732	1408.79	-530.932	-1021.55
80	0	1629.86	-615.515	-986.527	1486.42	-792.706	-921.528				1782.88	-418.056	-970.733	1408.78	-530.938	-1021.55
81	0	1629.89	-615.528	-986.528	1486.41	-792.711	-921.521				1782.89	-418.066	-970.729	1408.78	-530.929	-1021.54
82	0	1629.86	-615.52	-986.53	1486.37	-792.701	-921.532				1782.9	-418.071	-970.733	1408.78	-530.93	-1021.55
83	0	1629.88	-615.534	-986.547	1486.44	-792.728	-921.544				1782.89	-418.075	-970.733	1408.78	-530.93	-1021.53
84	0	1629.88	-615.533	-986.529	1486.44	-792.733	-921.541				1782.89	-418.076	-970.732	1408.78	-530.92	-1021.53
85	0	1629.93	-615.554	-986.543	1486.32	-792.693	-921.547				1782.89	-418.08	-970.732	1408.79	-530.918	-1021.53
86	0	1629.89	-615.545	-986.542	1486.4	-792.719	-921.547				1782.89	-418.085	-970.725	1408.78	-530.915	-1021.53
87	0	1629.88	-615.538	-986.536	1486.45	-792.742	-921.544				1782.88	-418.053	-970.706	1408.8	-530.916	-1021.53
88	0	1629.87	-615.539	-986.537	1486.36	-792.715	-921.542				1782.87	-418.048	-970.682	1408.78	-530.911	-1021.52
89	0	1629.9	-615.555	-986.537	1486.35	-792.711	-921.539				1782.9	-418.08	-970.663	1408.8	-530.925	-1021.52
90	0	1629.88	-615.548	-986.537	1486.37	-792.719	-921.538				1782.92	-418.097	-970.65	1408.78	-530.909	-1021.51
91	0	1629.88	-615.551	-986.544	1486.34	-792.711	-921.54				1782.93	-418.106	-970.634	1408.79	-530.913	-1021.51
92	0	1629.87	-615.544	-986.546	1486.36	-792.717	-921.527				1782.95	-418.124	-970.632	1408.8	-530.902	-1021.5
93	0	1629.89	-615.553	-986.539	1486.38	-792.722	-921.535				1782.93	-418.106	-970.623	1408.79	-530.908	-1021.5
94	0	1629.84	-615.532	-986.543	1486.38	-792.72	-921.544				1782.98	-418.153	-970.632	1408.77	-530.89	-1021.49
95	0	1629.84	-615.532	-986.53	1486.42	-792.735	-921.541				1782.98	-418.149	-970.623	1408.79	-530.897	-1021.5
96	0	1629.87	-615.546	-986.545	1486.34	-792.714	-921.512				1782.97	-418.138	-970.617	1408.8	-530.901	-1021.5
97	0	1629.88	-615.552	-986.521	1486.38	-792.716	-921.541				1783.15	-418.356	-970.691	1408.8	-530.899	-1021.5
98	0	1629.88	-615.547	-986.533	1486.37	-792.715	-921.539				1783.16	-418.357	-970.697	1408.79	-530.892	-1021.5
99	0	1629.87	-615.544	-986.537	1486.35	-792.702	-921.521				1783.07	-418.241	-970.642	1408.78	-530.886	-1021.5
100	0	1629.86	-615.537	-986.542	1486.34	-792.701	-921.526				1783.15	-418.352	-970.698	1408.79	-530.893	-1021.5
