Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1225.88	-664.777	-203.691	1035.08	-795.21	-148.904	1400.41	-795.048	-103.657	1429.97	-522.498	-176.25	1041.24	-515.614	-225.262
2	0	1225.96	-664.831	-203.681	1035.17	-795.243	-148.928	1400.46	-795.081	-103.55	1430.05	-522.535	-176.191	1041.34	-515.672	-225.337
3	0	1226.06	-664.877	-203.661	1035.24	-795.284	-148.968	1400.51	-795.116	-103.446	1430.14	-522.557	-176.124	1041.43	-515.729	-225.401
4	0	1226.17	-664.923	-203.636	1035.32	-795.346	-148.991	1400.57	-795.126	-103.333	1430.22	-522.574	-176.061	1041.51	-515.799	-225.47
5	0	1226.26	-664.975	-203.617	1035.41	-795.377	-149.027	1400.63	-795.153	-103.238	1430.3	-522.596	-175.989	1041.6	-515.845	-225.54
6	0	1226.36	-665.022	-203.605	1035.51	-795.428	-149.057	1400.69	-795.164	-103.127	1430.37	-522.643	-175.917	1041.7	-515.903	-225.612
7	0	1226.45	-665.066	-203.589	1035.58	-795.501	-149.086	1400.76	-795.182	-103.03	1430.45	-522.659	-175.852	1041.8	-515.96	-225.699
8	0	1226.54	-665.112	-203.581	1035.67	-795.535	-149.116	1400.81	-795.203	-102.932	1430.52	-522.691	-175.778	1041.91	-516.009	-225.786
9	0	1226.62	-665.161	-203.564	1035.7	-795.61	-149.124	1400.88	-795.21	-102.833	1430.59	-522.712	-175.72	1042	-516.055	-225.868
10	0	1226.7	-665.204	-203.544	1035.74	-795.658	-149.161	1400.9	-795.246	-102.723	1430.65	-522.75	-175.671	1042.09	-516.104	-225.951
11	0	1226.78	-665.242	-203.538	1035.81	-795.685	-149.178	1400.96	-795.26	-102.646	1430.7	-522.774	-175.612	1042.17	-516.141	-226.025
12	0	1226.85	-665.287	-203.533	1035.86	-795.721	-149.2	1401.01	-795.256	-102.559	1430.76	-522.788	-175.566	1042.21	-516.221	-226.087
13	0	1226.92	-665.324	-203.52	1035.92	-795.739	-149.216	1401.04	-795.271	-102.483	1430.8	-522.806	-175.524	1042.28	-516.26	-226.146
14	0	1226.95	-665.363	-203.523	1035.95	-795.784	-149.244	1401.07	-795.282	-102.399	1430.84	-522.843	-175.492	1042.33	-516.31	-226.203
15	0	1226.99	-665.389	-203.514	1036	-795.775	-149.263	1401.1	-795.295	-102.331	1430.86	-522.822	-175.46	1042.35	-516.377	-226.242
16	0	1227.02	-665.413	-203.506	1036.05	-795.793	-149.265	1401.15	-795.293	-102.273	1430.89	-522.85	-175.426	1042.4	-516.394	-226.277
17	0	1227.03	-665.444	-203.502	1036.01	-795.871	-149.269	1401.19	-795.296	-102.226	1430.91	-522.855	-175.41	1042.41	-516.451	-226.308
18	0	1227.07	-665.456	-203.49	1036	-795.904	-149.266	1401.2	-795.289	-102.187	1430.91	-522.866	-175.391	1042.43	-516.475	-226.334
19	0	1227.06	-665.478	-203.482	1036.02	-795.9	-149.264	1401.21	-795.286	-102.165	1430.92	-522.863	-175.387	1042.43	-516.484	-226.345
20	0	1227.06	-665.486	-203.479	1036.02	-795.899	-149.254	1401.23	-795.289	-102.154	1430.92	-522.871	-175.386	1042.43	-516.507	-226.356
21	0	1227.08	-665.47	-203.475	1036.02	-795.907	-149.255	1401.23	-795.288	-102.146	1430.91	-522.86	-175.399	1042.42	-516.5	-226.355
22	0	1227.07	-665.463	-203.474	1036.02	-795.885	-149.234	1401.21	-795.292	-102.159	1430.91	-522.836	-175.408	1042.4	-516.499	-226.349
23	0	1227.04	-665.46	-203.482	1036.06	-795.834	-149.218	1401.18	-795.272	-102.179	1430.88	-522.859	-175.439	1042.37	-516.516	-226.34
24	0	1227	-665.444	-203.481	1036.03	-795.817	-149.2	1401.16	-795.265	-102.211	1430.86	-522.826	-175.471	1042.35	-516.483	-226.324
25	0	1226.96	-665.431	-203.495	1036.02	-795.81	-149.174	1401.11	-795.255	-102.252	1430.82	-522.823	-175.495	1042.32	-516.445	-226.292
26	0	1226.92	-665.409	-203.508	1035.99	-795.779	-149.16	1401.09	-795.25	-102.301	1430.78	-522.811	-175.538	1042.26	-516.415	-226.26
27	0	1226.89	-665.358	-203.501	1035.99	-795.739	-149.137	1401.05	-795.233	-102.371	1430.73	-522.762	-175.582	1042.2	-516.383	-226.219
28	0	1226.83	-665.317	-203.513	1035.91	-795.751	-149.118	1401	-795.212	-102.451	1430.68	-522.746	-175.62	1042.16	-516.319	-226.17
