Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1841.88	-130.614	-470.74	1677.86	-299.155	-499.633	2015.61	-253.288	-360.988	1998.26	28.4868	-358.1	1638.19	-11.8026	-505.527
2	0	1841.87	-130.61	-470.749	1677.83	-299.16	-499.62	2015.61	-253.287	-361.02	1998.26	28.4908	-358.139	1638.16	-11.8032	-505.501
3	0	1841.69	-130.507	-470.697	1677.81	-299.155	-499.607	2015.62	-253.276	-361.063	1998.25	28.4798	-358.167	1638.02	-11.6782	-505.436
4	0	1841.67	-130.508	-470.706	1677.79	-299.153	-499.6	2015.6	-253.307	-361.096	1998.26	28.474	-358.206	1637.99	-11.6787	-505.415
5	0	1841.66	-130.512	-470.718	1677.76	-299.153	-499.582	2015.61	-253.311	-361.142	1998.26	28.4759	-358.232	1637.97	-11.6774	-505.394
6	0	1841.64	-130.519	-470.728	1677.73	-299.153	-499.57	2015.59	-253.353	-361.164	1998.26	28.4826	-358.271	1637.95	-11.6814	-505.374
7	0	1841.62	-130.52	-470.737	1677.72	-299.149	-499.557	2015.58	-253.344	-361.203	1998.26	28.4912	-358.298	1637.94	-11.6691	-505.352
8	0	1841.6	-130.519	-470.746	1677.69	-299.148	-499.542	2015.56	-253.361	-361.237	1998.25	28.4876	-358.325	1637.91	-11.6634	-505.33
9	0	1841.58	-130.523	-470.752	1677.67	-299.149	-499.533	2015.56	-253.371	-361.265	1998.25	28.4901	-358.355	1637.89	-11.6606	-505.311
10	0	1841.57	-130.519	-470.761	1677.65	-299.152	-499.513	2015.55	-253.37	-361.296	1998.25	28.5041	-358.385	1637.88	-11.6573	-505.295
11	0	1841.56	-130.51	-470.776	1677.65	-299.138	-499.506	2015.53	-253.396	-361.322	1998.24	28.5043	-358.408	1637.86	-11.655	-505.278
12	0	1841.54	-130.516	-470.777	1677.64	-299.143	-499.494	2015.92	-253.041	-361.703	1998.24	28.4987	-358.434	1637.84	-11.6645	-505.262
13	0	1841.54	-130.511	-470.787	1677.63	-299.147	-499.481	2015.58	-253.344	-361.379	1998.22	28.4926	-358.444	1637.81	-11.6811	-505.251
14	0	1841.52	-130.519	-470.791	1677.62	-299.156	-499.47	2015.88	-253.074	-361.703	1998.18	28.5035	-358.407	1637.8	-11.682	-505.239
