Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1231.34	-110.402	-172.792	1033.46	-235.376	-134.886	1398.39	-279.163	-142.279	1452.73	-1.15258	-131.331	1064.88	52.8641	-122.427
2	0	1231.41	-110.456	-172.791	1033.52	-235.437	-134.895	1398.47	-279.206	-142.277	1452.8	-1.20394	-131.322	1064.96	52.8153	-122.433
3	0	1231.49	-110.509	-172.789	1033.6	-235.494	-134.907	1398.55	-279.259	-142.264	1452.88	-1.26154	-131.302	1065.03	52.754	-122.444
4	0	1231.57	-110.575	-172.792	1033.67	-235.556	-134.917	1398.63	-279.307	-142.25	1452.95	-1.31576	-131.293	1065.09	52.7016	-122.464
5	0	1231.64	-110.637	-172.793	1033.75	-235.633	-134.925	1398.71	-279.366	-142.23	1453.02	-1.37497	-131.286	1065.15	52.6325	-122.477
6	0	1231.72	-110.713	-172.796	1033.82	-235.718	-134.929	1398.79	-279.436	-142.196	1453.08	-1.4422	-131.277	1065.22	52.565	-122.504
7	0	1231.8	-110.794	-172.791	1033.9	-235.8	-134.931	1398.88	-279.518	-142.164	1453.15	-1.51082	-131.272	1065.29	52.4824	-122.538
8	0	1231.87	-110.878	-172.797	1033.98	-235.898	-134.936	1398.96	-279.586	-142.122	1453.22	-1.57712	-131.264	1065.35	52.3936	-122.576
9	0	1231.96	-110.976	-172.798	1034.07	-235.987	-134.938	1399.05	-279.678	-142.082	1453.28	-1.65155	-131.261	1065.42	52.3022	-122.622
10	0	1232.04	-111.066	-172.8	1034.15	-236.085	-134.938	1399.13	-279.75	-142.039	1453.35	-1.71773	-131.249	1065.49	52.2055	-122.677
11	0	1232.11	-111.166	-172.803	1034.23	-236.171	-134.942	1399.22	-279.83	-141.981	1453.42	-1.79998	-131.24	1065.58	52.1043	-122.736
12	0	1232.19	-111.263	-172.807	1034.33	-236.261	-134.952	1399.31	-279.886	-141.924	1453.5	-1.87284	-131.229	1065.68	52.0136	-122.802
