Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1279.48	-191.528	-919.558	1122.1	-365.723	-887.157	1484.01	-305.134	-867.534	1457.53	-22.7576	-870.37	1070.7	-79.7701	-890.359
2	0	1279.48	-191.53	-919.562	1122.1	-365.723	-887.158	1484.02	-305.132	-867.536	1457.53	-22.7572	-870.369	1070.72	-79.7743	-890.363
3	0	1279.49	-191.527	-919.563	1122.1	-365.716	-887.157	1484.01	-305.133	-867.538	1457.53	-22.7516	-870.367	1070.71	-79.7761	-890.365
4	0	1279.49	-191.525	-919.564	1122.1	-365.718	-887.157	1484.02	-305.131	-867.533	1457.52	-22.7577	-870.368	1070.7	-79.7689	-890.369
5	0	1279.49	-191.523	-919.557	1122.1	-365.721	-887.162	1484.02	-305.139	-867.536	1457.53	-22.7579	-870.365	1070.7	-79.7726	-890.362
6	0	1279.49	-191.525	-919.564	1122.09	-365.724	-887.158	1484.02	-305.145	-867.534	1457.52	-22.7618	-870.364	1070.72	-79.7677	-890.362
7	0	1279.48	-191.522	-919.566	1122.1	-365.722	-887.163	1484.01	-305.141	-867.536	1457.52	-22.7571	-870.365	1070.7	-79.7719	-890.364
8	0	1279.48	-191.523	-919.563	1122.11	-365.723	-887.161	1484.01	-305.147	-867.529	1457.52	-22.7619	-870.363	1070.7	-79.7698	-890.362
9	0	1279.48	-191.522	-919.562	1122.1	-365.714	-887.164	1484.02	-305.151	-867.534	1457.52	-22.7603	-870.363	1070.71	-79.7754	-890.358
10	0	1279.48	-191.525	-919.563	1122.1	-365.715	-887.16	1484.01	-305.155	-867.53	1457.52	-22.755	-870.363	1070.71	-79.7716	-890.361
11	0	1279.48	-191.529	-919.567	1122.1	-365.725	-887.169	1484.01	-305.161	-867.53	1457.51	-22.7628	-870.36	1070.7	-79.7796	-890.359
12	0	1279.48	-191.514	-919.564	1122.1	-365.712	-887.162	1484	-305.167	-867.532	1457.51	-22.7624	-870.36	1070.7	-79.7775	-890.36
