Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	670.119	-84.271	-188.531	523.265	-260.706	-121.2	879.685	-199.755	-192.921	856.374	82.5048	-181.602	477.522	27.8177	-105.168
2	0	670.129	-84.2612	-188.532	523.267	-260.702	-121.213	879.693	-199.75	-192.922	856.387	82.5117	-181.587	477.526	27.8173	-105.178
3	0	670.123	-84.2505	-188.535	523.261	-260.688	-121.226	879.688	-199.723	-192.938	856.376	82.5267	-181.58	477.525	27.8133	-105.177
4	0	670.098	-84.2281	-188.535	523.255	-260.687	-121.241	879.679	-199.694	-192.973	856.354	82.5522	-181.575	477.508	27.8217	-105.143
5	0	670.066	-84.2037	-188.524	523.239	-260.684	-121.234	879.658	-199.656	-193.025	856.318	82.5937	-181.564	477.483	27.8234	-105.088
6	0	670.017	-84.1798	-188.524	523.229	-260.685	-121.234	879.627	-199.602	-193.089	856.261	82.6356	-181.56	477.45	27.8199	-105.02
7	0	669.964	-84.1475	-188.52	523.22	-260.695	-121.226	879.584	-199.558	-193.16	856.195	82.6857	-181.556	477.537	28.0891	-104.833
8	0	669.91	-84.1209	-188.5	523.202	-260.687	-121.212	879.544	-199.512	-193.238	856.124	82.7295	-181.566	477.478	28.0438	-104.743
9	0	669.849	-84.0905	-188.492	523.189	-260.686	-121.188	879.505	-199.461	-193.314	856.056	82.7893	-181.568	477.326	27.7958	-104.766
10	0	669.787	-84.0667	-188.481	523.178	-260.697	-121.162	879.458	-199.408	-193.396	855.986	82.8485	-181.58	477.28	27.7936	-104.664
11	0	669.723	-84.0436	-188.467	523.162	-260.693	-121.137	879.398	-199.356	-193.483	855.907	82.8944	-181.605	477.348	28.0235	-104.468
12	0	669.658	-84.0205	-188.453	523.14	-260.69	-121.11	879.322	-199.322	-193.571	855.834	82.9332	-181.623	477.295	27.9931	-104.372
13	0	669.592	-83.9969	-188.438	523.125	-260.693	-121.067	879.264	-199.287	-193.65	855.759	82.9688	-181.65	477.262	27.9994	-104.263
14	0	669.536	-83.9747	-188.42	523.089	-260.65	-121.049	879.214	-199.254	-193.709	855.688	82.9894	-181.681	477.217	27.976	-104.177
15	0	669.48	-83.9567	-188.408	523.064	-260.717	-120.977	879.183	-199.215	-193.761	855.614	83.022	-181.719	477.182	27.9704	-104.08
16	0	669.406	-83.9609	-188.4	523.028	-260.716	-120.923	879.123	-199.199	-193.81	855.553	83.0356	-181.748	477.151	27.9781	-104
17	0	669.358	-83.963	-188.379	523.005	-260.738	-120.865	879.063	-199.199	-193.857	855.486	83.0436	-181.797	477.126	27.9593	-103.919
18	0	669.314	-83.97	-188.372	522.973	-260.75	-120.801	879.008	-199.198	-193.903	855.431	83.0405	-181.85	477.092	27.9664	-103.862
19	0	669.267	-83.9795	-188.363	522.942	-260.758	-120.743	878.967	-199.209	-193.936	855.385	83.0391	-181.896	477.079	27.9548	-103.82
20	0	669.226	-83.9867	-188.351	522.908	-260.789	-120.68	878.939	-199.217	-193.963	855.345	83.0239	-181.941	477.058	27.9688	-103.769
21	0	669.19	-84.0111	-188.346	522.887	-260.815	-120.629	878.907	-199.237	-193.989	855.32	82.9942	-181.985	477.041	27.9626	-103.742
22	0	669.159	-84.035	-188.35	522.864	-260.827	-120.579	878.873	-199.268	-194	855.301	82.9635	-182.023	477.048	27.9732	-103.72
23	0	669.149	-84.0497	-188.343	522.848	-260.861	-120.526	878.833	-199.312	-194.001	855.292	82.9401	-182.054	477.029	27.9574	-103.719
24	0	669.146	-84.0751	-188.337	522.839	-260.857	-120.49	878.818	-199.344	-193.998	855.282	82.911	-182.092	477.025	27.9586	-103.713
25	0	669.144	-84.1054	-188.336	522.827	-260.871	-120.455	878.821	-199.371	-193.983	855.288	82.8833	-182.12	477.02	27.9542	-103.723
26	0	669.154	-84.1224	-188.337	522.818	-260.873	-120.432	878.825	-199.401	-193.962	855.294	82.8604	-182.146	477.024	27.9639	-103.753
27	0	669.152	-84.1464	-188.34	522.818	-260.873	-120.403	878.822	-199.422	-193.943	855.305	82.8308	-182.163	477.008	27.9491	-103.786
28	0	669.158	-84.1562	-188.348	522.814	-260.873	-120.4	878.825	-199.443	-193.92	855.32	82.8027	-182.179	477.028	27.9643	-103.808
29	0	669.175	-84.1718	-188.348	522.81	-260.873	-120.4	878.833	-199.464	-193.901	855.338	82.7833	-182.187	477.04	27.949	-103.858
30	0	669.188	-84.1717	-188.354	522.812	-260.866	-120.416	878.831	-199.481	-193.878	855.362	82.7668	-182.182	477.07	27.9713	-103.89
31	0	669.204	-84.1771	-188.362	522.816	-260.87	-120.427	878.845	-199.49	-193.859	855.381	82.759	-182.173	477.08	27.964	-103.907
32	0	669.233	-84.1725	-188.364	522.823	-260.879	-120.452	878.871	-199.491	-193.843	855.405	82.7632	-182.156	477.111	27.9676	-103.937
33	0	669.251	-84.1715	-188.372	522.856	-260.892	-120.477	878.898	-199.484	-193.825	855.43	82.765	-182.121	477.124	27.9831	-103.963
34	0	669.286	-84.1534	-188.38	522.88	-260.885	-120.526	878.928	-199.476	-193.811	855.456	82.7736	-182.087	477.135	27.9536	-103.99
35	0	669.329	-84.1492	-188.377	522.917	-260.887	-120.568	878.98	-199.443	-193.793	855.49	82.7981	-182.043	477.146	27.9648	-104.033
36	0	669.361	-84.1249	-188.39	522.947	-260.847	-120.639	879.018	-199.419	-193.777	855.526	82.824	-181.982	477.175	27.968	-104.054
37	0	669.385	-84.1053	-188.397	522.985	-260.809	-120.709	879.05	-199.387	-193.768	855.552	82.8609	-181.929	477.193	27.977	-104.056
38	0	669.414	-84.0663	-188.406	523.022	-260.784	-120.777	879.092	-199.341	-193.763	855.574	82.9056	-181.877	477.201	27.9633	-104.067
39	0	669.441	-84.0316	-188.417	523.028	-260.752	-120.865	879.126	-199.314	-193.758	855.594	82.9474	-181.825	477.207	27.9968	-104.086
40	0	669.464	-83.9959	-188.417	523.05	-260.74	-120.929	879.179	-199.269	-193.763	855.617	82.9845	-181.774	477.234	28.0276	-104.1
41	0	669.482	-83.9578	-188.417	523.074	-260.707	-120.993	879.187	-199.232	-193.779	855.634	83.0248	-181.716	477.213	28.0238	-104.116
42	0	669.49	-83.9185	-188.434	523.077	-260.684	-121.055	879.206	-199.191	-193.792	855.638	83.0417	-181.674	477.218	28.0599	-104.164
43	0	669.499	-83.8878	-188.441	523.081	-260.673	-121.098	879.191	-199.176	-193.807	855.639	83.0671	-181.636	477.245	28.1249	-104.2
44	0	669.496	-83.8576	-188.459	523.08	-260.661	-121.131	879.203	-199.147	-193.813	855.64	83.0935	-181.607	477.25	28.1612	-104.235
45	0	669.477	-83.8324	-188.493	523.091	-260.652	-121.156	879.214	-199.115	-193.82	855.634	83.1142	-181.586	477.243	28.1606	-104.265
46	0	669.463	-83.8282	-188.511	523.11	-260.655	-121.161	879.224	-199.103	-193.811	855.627	83.1307	-181.575	477.258	28.1627	-104.201
47	0	669.446	-83.825	-188.527	523.123	-260.698	-121.156	879.236	-199.086	-193.808	855.621	83.1483	-181.573	477.252	28.1399	-104.168
48	0	669.431	-83.8286	-188.535	523.117	-260.651	-121.175	879.239	-199.073	-193.816	855.61	83.1513	-181.574	477.247	28.1482	-104.181
49	0	669.424	-83.8271	-188.538	523.096	-260.536	-121.221	879.235	-199.064	-193.824	855.61	83.1548	-181.58	477.236	28.1447	-104.247
50	0	669.386	-83.8327	-188.56	523.073	-260.49	-121.245	879.22	-199.064	-193.833	855.59	83.1603	-181.6	477.183	28.1116	-104.371
51	0	669.354	-83.8314	-188.563	523.053	-260.444	-121.245	879.2	-199.061	-193.855	855.573	83.1548	-181.619	477.087	27.7755	-104.047
52	0	669.284	-83.8715	-188.577	523.037	-260.492	-121.219	879.164	-199.066	-193.883	855.548	83.1543	-181.65	477.08	27.7667	-104.015
53	0	669.232	-83.8748	-188.587	522.99	-260.361	-121.25	879.123	-199.075	-193.916	855.511	83.1611	-181.683	477.055	27.7647	-103.973
54	0	669.236	-83.9266	-188.484	522.928	-260.314	-121.26	879.076	-199.067	-193.963	855.464	83.1688	-181.724	477.026	27.7691	-103.922
55	0	669.183	-83.9289	-188.474	522.866	-260.211	-121.267	879.016	-199.063	-194.012	855.405	83.1791	-181.763	477.001	27.7732	-103.862
56	0	669.128	-83.9301	-188.467	522.815	-260.252	-121.257	878.986	-199.046	-194.046	855.349	83.1894	-181.789	476.957	27.7571	-103.797
57	0	669.078	-83.9294	-188.438	522.777	-260.151	-121.245	878.936	-199.029	-194.092	855.29	83.2022	-181.831	476.932	27.765	-103.717
58	0	669.039	-83.921	-188.428	522.783	-259.814	-121.171	878.897	-199.013	-194.131	855.234	83.2061	-181.859	476.911	27.7623	-103.651
59	0	668.991	-83.9242	-188.419	522.713	-260.03	-121.161	878.85	-199.011	-194.177	855.179	83.2198	-181.897	476.883	27.7517	-103.575
60	0	668.951	-83.9165	-188.401	522.689	-260.019	-121.119	878.794	-199.006	-194.226	855.133	83.2224	-181.937	476.861	27.7317	-103.505
61	0	668.903	-83.9205	-188.394	522.698	-259.857	-121.008	878.742	-199.003	-194.273	855.08	83.2172	-181.974	476.824	27.7329	-103.447
62	0	668.856	-83.9191	-188.389	522.672	-259.857	-120.962	878.685	-199.008	-194.332	855.031	83.2208	-182.025	476.806	27.7143	-103.399
63	0	668.817	-83.9175	-188.378	522.645	-259.876	-120.896	878.62	-199.013	-194.384	854.981	83.2202	-182.065	476.776	27.7165	-103.331
64	0	668.77	-83.9294	-188.37	522.608	-259.892	-120.841	878.581	-199.021	-194.418	854.944	83.2178	-182.107	476.745	27.7164	-103.276
65	0	668.722	-83.9423	-188.364	522.578	-259.886	-120.793	878.55	-199.018	-194.442	854.89	83.1966	-182.161	476.716	27.7032	-103.246
66	0	668.679	-83.9609	-188.354	522.564	-259.906	-120.723	878.504	-199.033	-194.473	854.847	83.1897	-182.205	476.682	27.6965	-103.2
67	0	668.53	-83.9414	-188.501	522.541	-259.9	-120.665	878.448	-199.046	-194.506	854.793	83.1865	-182.262	476.64	27.6808	-103.153
68	0	668.566	-84.0073	-188.341	522.509	-259.913	-120.606	878.407	-199.06	-194.542	854.737	83.1708	-182.325	476.6	27.6556	-103.106
69	0	668.391	-84.0042	-188.471	522.475	-259.935	-120.523	878.343	-199.079	-194.585	854.676	83.1562	-182.387	476.564	27.6377	-103.052
70	0	668.337	-84.0124	-188.455	522.397	-260.115	-120.514	878.264	-199.097	-194.644	854.611	83.1446	-182.451	476.525	27.6333	-102.985
71	0	668.251	-84.0174	-188.439	522.373	-260.114	-120.404	878.174	-199.107	-194.712	854.518	83.1372	-182.522	476.473	27.6348	-102.883
72	0	668.26	-84.05	-188.281	522.32	-260.136	-120.3	878.113	-199.079	-194.786	854.405	83.1584	-182.602	476.423	27.6167	-102.775
73	0	668.065	-84.0001	-188.383	522.273	-260.154	-120.211	878.026	-199.023	-194.892	854.263	83.2138	-182.686	476.34	27.5716	-102.646
74	0	667.944	-83.9629	-188.347	522.225	-260.18	-120.132	877.945	-198.901	-195.017	854.085	83.3098	-182.757	476.236	27.5346	-102.46
75	0	667.826	-83.9168	-188.305	522.224	-260.193	-120.058	877.865	-198.762	-195.157	853.914	83.4448	-182.786	476.138	27.4868	-102.275
76	0	667.71	-83.7999	-188.257	522.294	-260.064	-119.923	877.833	-198.498	-195.302	853.745	83.6538	-182.741	476.026	27.449	-102.02
77	0	667.605	-83.6227	-188.199	522.351	-260.04	-119.967	877.814	-198.226	-195.493	853.547	83.9353	-182.598	475.906	27.4042	-101.733
78	0	667.623	-83.4075	-187.994	522.466	-260.004	-120.09	877.84	-197.749	-195.737	853.327	84.3356	-182.359	475.802	27.3609	-101.4
79	0	667.555	-83.0332	-187.929	522.605	-259.93	-120.359	877.857	-197.155	-196.026	853.117	84.8707	-182.008	475.66	27.3476	-100.968
80	0	667.505	-82.5022	-187.87	522.751	-259.807	-120.775	877.92	-196.349	-196.435	852.854	85.5984	-181.511	475.511	27.368	-100.431
81	0	667.425	-81.8486	-187.805	522.985	-259.548	-121.403	877.982	-195.387	-196.982	852.574	86.4441	-180.839	475.359	27.4311	-99.803
82	0	667.186	-81.0533	-187.879	523.177	-259.279	-122.168	878.053	-194.201	-197.591	852.24	87.4757	-179.954	475.156	27.474	-99.0879
83	0	667.238	-80.0551	-187.6	523.415	-259.01	-123.085	878.092	-192.87	-198.321	851.845	88.7268	-178.884	474.941	27.5494	-98.1672
84	0	667.103	-78.9373	-187.433	523.678	-258.555	-124.128	878.207	-191.256	-199.112	851.43	90.1317	-177.599	474.678	27.6766	-97.0749
85	0	666.96	-77.7578	-187.165	523.972	-258.196	-125.16	878.302	-189.511	-199.881	850.904	91.6727	-176.119	474.353	27.726	-95.8599
86	0	666.806	-76.4498	-186.81	524.297	-257.793	-126.205	878.385	-187.57	-200.65	850.306	93.3145	-174.501	474.019	27.7936	-94.4032
87	0	666.615	-75.125	-186.353	524.649	-257.363	-127.138	878.493	-185.538	-201.358	849.694	94.9777	-172.77	473.635	27.733	-92.9183
88	0	666.366	-73.8984	-185.775	524.994	-256.952	-127.924	878.523	-183.571	-201.94	849.013	96.6659	-170.988	473.223	27.6928	-91.2352
89	0	666.08	-72.6755	-185.115	525.306	-256.634	-128.478	878.549	-181.67	-202.469	848.266	98.267	-169.228	472.806	27.585	-89.4956
90	0	665.743	-71.5674	-184.378	525.555	-256.282	-128.86	878.472	-179.88	-202.881	847.489	99.7582	-167.576	472.357	27.4368	-87.7497
91	0	665.377	-70.5707	-183.621	525.772	-256.033	-129	878.328	-178.166	-203.208	846.692	101.093	-166.038	471.934	27.3291	-85.9359
92	0	664.91	-69.7565	-182.863	525.916	-255.866	-128.923	878.12	-176.744	-203.507	845.869	102.282	-164.768	471.452	27.1061	-84.2681
93	0	664.456	-69.1285	-182.145	526.006	-255.789	-128.673	877.839	-175.507	-203.808	845.026	103.268	-163.758	471.047	26.8975	-82.6534
94	0	663.95	-68.634	-181.544	526.039	-255.754	-128.294	877.497	-174.528	-204.113	844.213	104.08	-163.08	470.59	26.5987	-81.2505
95	0	663.448	-68.4089	-181.038	526.048	-255.897	-127.752	877.155	-173.753	-204.382	843.389	104.628	-162.755	470.176	26.2809	-80.0315
96	0	662.931	-68.3798	-180.688	525.99	-256.097	-127.126	876.774	-173.409	-204.645	842.641	104.947	-162.822	469.777	25.9106	-79.1514
97	0	662.432	-68.5675	-180.479	525.923	-256.413	-126.341	876.343	-173.34	-204.903	841.955	105.039	-163.3	469.417	25.5675	-78.5112
98	0	661.986	-68.9816	-180.422	525.762	-256.867	-125.436	875.949	-173.585	-205.116	841.389	104.819	-164.138	469.152	25.2409	-78.1803
99	0	661.584	-69.6351	-180.527	525.58	-257.269	-124.483	875.548	-174.256	-205.282	840.915	104.279	-165.4	468.935	24.9233	-78.2118
100	0	661.243	-70.5397	-180.774	525.336	-257.919	-123.365	875.107	-175.312	-205.404	840.625	103.476	-166.999	468.845	24.6282	-78.581
101	0	660.984	-71.615	-181.178	525.055	-258.477	-122.213	874.728	-176.744	-205.442	840.516	102.349	-168.967	468.85	24.4096	-79.2415
102	0	660.818	-72.9315	-181.694	524.71	-259.124	-120.953	874.396	-178.533	-205.41	840.614	100.898	-171.213	468.959	24.2301	-80.317
103	0	660.718	-74.4242	-182.324	524.284	-259.628	-119.668	874.061	-180.732	-205.262	840.916	99.0799	-173.747	469.185	24.1465	-81.673
104	0	660.674	-76.1245	-183.055	523.731	-260.274	-118.26	873.625	-183.267	-204.97	841.413	96.9275	-176.501	469.507	24.1374	-83.372
105	0	660.67	-77.9429	-183.832	523.055	-260.702	-116.837	873.218	-186.184	-204.541	842.071	94.4827	-179.425	469.95	24.2957	-85.2336
106	0	660.684	-79.8604	-184.612	522.246	-261.208	-115.277	872.776	-189.328	-203.914	842.883	91.7603	-182.407	470.405	24.4762	-87.3265
107	0	660.756	-81.8743	-185.352	521.303	-261.559	-113.658	872.249	-192.679	-203.054	843.82	88.8022	-185.356	470.933	24.7444	-89.6115
108	0	660.879	-83.9396	-185.975	520.345	-261.855	-111.954	871.756	-196.142	-201.915	844.87	85.6666	-188.192	471.546	25.0326	-91.9235
109	0	661.01	-86.1026	-186.434	519.346	-262.03	-110.164	871.243	-199.798	-200.457	846.026	82.4087	-190.765	472.213	25.3485	-94.196
110	0	661.171	-88.2328	-186.689	518.313	-262.318	-108.239	870.791	-203.31	-198.754	847.202	79.0819	-193.008	472.897	25.6398	-96.3158
111	0	661.373	-90.242	-186.688	517.359	-262.427	-106.277	870.342	-206.691	-196.754	848.386	75.8556	-194.814	473.535	25.8926	-98.2611
112	0	661.579	-92.1536	-186.431	516.432	-262.528	-104.249	869.915	-209.861	-194.546	849.528	72.8161	-196.16	474.154	26.11	-99.881
113	0	661.796	-93.8942	-185.95	515.656	-262.711	-102.228	869.576	-212.714	-192.207	850.557	70.0433	-197.108	474.727	26.2164	-101.232
114	0	662.065	-95.5036	-185.307	515.017	-262.814	-100.299	869.373	-215.189	-189.83	851.485	67.5905	-197.648	475.25	26.2586	-102.268
115	0	662.381	-96.9203	-184.592	514.601	-263.046	-98.4351	869.28	-217.311	-187.512	852.352	65.4479	-197.88	475.748	26.1575	-103.115
116	0	662.688	-98.1759	-183.863	514.299	-263.29	-96.7966	869.337	-219.033	-185.342	853.112	63.6422	-197.937	476.092	25.8652	-103.911
117	0	663.012	-99.1766	-183.208	514.067	-263.455	-95.4737	869.412	-220.477	-183.455	853.775	62.1717	-197.843	476.478	25.7475	-104.424
118	0	663.292	-99.8252	-182.75	513.923	-263.487	-94.5015	869.495	-221.578	-181.877	854.386	61.038	-197.611	476.823	25.699	-104.813
119	0	663.624	-100.378	-182.315	513.785	-263.913	-93.8142	869.693	-222.337	-180.593	854.95	60.1302	-197.344	477.135	25.6606	-105.242
120	0	663.996	-100.786	-182.068	513.743	-263.987	-93.556	869.853	-223.006	-179.599	855.539	59.4876	-197.01	477.441	25.6764	-105.764
121	0	664.427	-100.991	-182.012	513.77	-263.962	-93.767	870.098	-223.393	-178.952	856.143	59.0854	-196.599	477.764	25.6922	-106.346
122	0	664.888	-100.996	-182.103	513.904	-263.944	-94.363	870.482	-223.546	-178.496	856.745	58.961	-196.078	478.093	25.7806	-106.955
123	0	665.44	-100.769	-182.325	514.127	-263.903	-95.3256	870.98	-223.339	-178.303	857.385	59.184	-195.389	478.406	25.9387	-107.57
124	0	666.063	-100.276	-182.665	514.497	-263.769	-96.6929	871.593	-222.89	-178.304	857.995	59.7655	-194.564	478.736	26.1354	-108.149
125	0	666.751	-99.5887	-183.111	515.008	-263.607	-98.4346	872.368	-222.05	-178.554	858.588	60.6558	-193.594	479.05	26.3204	-108.706
126	0	667.506	-98.7066	-183.667	515.722	-263.475	-100.475	873.27	-220.903	-179	859.135	61.8774	-192.477	479.326	26.4887	-109.287
127	0	668.361	-97.5926	-184.326	516.577	-263.339	-102.827	874.324	-219.376	-179.68	859.67	63.4407	-191.249	479.582	26.6572	-109.868
128	0	669.259	-96.2657	-185.067	517.597	-263.081	-105.544	875.585	-217.535	-180.549	860.151	65.3229	-189.901	479.823	26.8341	-110.448
129	0	670.174	-94.7248	-185.901	518.709	-262.743	-108.57	876.817	-215.381	-181.618	860.591	67.5224	-188.392	480.04	27.0862	-110.92
130	0	671.157	-92.9539	-186.765	519.978	-262.487	-111.801	878.251	-212.861	-182.893	860.965	70.0016	-186.729	480.248	27.3878	-111.297
131	0	672.115	-90.9982	-187.633	521.291	-261.913	-115.308	879.645	-210.18	-184.314	861.284	72.7213	-184.854	480.41	27.6797	-111.573
132	0	673.034	-88.8354	-188.454	522.653	-261.336	-118.906	881.086	-207.156	-185.802	861.462	75.5347	-182.777	480.541	28.0026	-111.692
133	0	673.914	-86.5782	-189.14	524.015	-260.685	-122.554	882.418	-204.02	-187.324	861.545	78.4813	-180.513	480.627	28.4878	-111.614
