Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1527.71	227.048	-442.252	1328.7	99.6834	-442	1692.41	55.2547	-413.278	1742.64	329.817	-363.853	1356.13	384.475	-392.453
2	0	1527.7	227.066	-442.259	1328.68	99.6976	-442.001	1692.38	55.2578	-413.275	1742.63	329.825	-363.855	1356.12	384.489	-392.454
3	0	1528.35	227.307	-442.525	1328.66	99.7156	-441.999	1692.36	55.264	-413.276	1742.62	329.827	-363.86	1356.1	384.506	-392.453
4	0	1528.32	227.313	-442.519	1328.62	99.7372	-441.988	1692.33	55.2717	-413.272	1742.6	329.836	-363.863	1356.09	384.521	-392.457
5	0	1528.28	227.325	-442.514	1328.59	99.7602	-441.982	1692.3	55.2697	-413.267	1742.58	329.837	-363.863	1356.07	384.538	-392.454
6	0	1528.25	227.335	-442.504	1328.56	99.776	-441.977	1692.26	55.2709	-413.262	1742.55	329.846	-363.858	1356.05	384.556	-392.455
7	0	1528.23	227.36	-442.508	1328.54	99.8093	-441.978	1692.23	55.2771	-413.258	1742.53	329.855	-363.863	1356.03	384.573	-392.464
8	0	1528.21	227.376	-442.509	1328.51	99.8403	-441.98	1692.2	55.2854	-413.254	1742.52	329.867	-363.854	1356.02	384.596	-392.468
9	0	1528.18	227.391	-442.504	1328.48	99.8675	-441.977	1692.17	55.2934	-413.251	1742.5	329.883	-363.85	1356	384.63	-392.462
10	0	1528.15	227.417	-442.498	1328.44	99.913	-441.979	1692.14	55.3156	-413.25	1742.47	329.894	-363.839	1355.99	384.669	-392.463
11	0	1528.13	227.444	-442.499	1328.42	99.9479	-441.98	1692.1	55.3311	-413.247	1742.45	329.915	-363.835	1355.97	384.698	-392.467
