3,134.683,0,8,1237620,-58489,-315,0.0730225,993,1,0.0238007
3,134.683,6,8,1927540,-176757,-315,0.114494,1411,1,0.0338195
3,134.693,0,8,1237647,-400,-323,0.0730241,993,1,0.0238007
3,134.693,6,8,1927506,3452,-344,0.114492,1411,1,0.0338195
3,134.703,0,8,1237647,12,-323,0.0730241,993,1,0.0238007
3,134.703,6,8,1927505,-615,-344,0.114492,1411,1,0.0338195
3,134.713,0,8,1237647,-73,-325,0.0730241,993,1,0.0238007
3,134.713,6,8,1927505,736,-344,0.114492,1411,1,0.0338195
3,134.723,0,8,1237647,-281,-323,0.0730241,993,1,0.0238007
3,134.723,6,8,1927505,521,-344,0.114492,1412,1,0.0338435
3,134.733,0,8,1237647,-114,-324,0.0730241,993,1,0.0238007
3,134.733,6,8,1927505,-349,-344,0.114492,1411,1,0.0338195
3,134.743,0,8,1237647,-28,-325,0.0730241,992,1,0.0237767
3,134.743,6,8,1927505,1063,-344,0.114492,1411,1,0.0338195
3,134.753,0,8,1237648,66,-323,0.0730241,992,1,0.0237767
3,134.753,6,8,1927505,-107,-343,0.114492,1411,1,0.0338195
3,134.763,0,8,1237647,-12,-324,0.0730241,992,1,0.0237767
3,134.763,6,8,1927505,375,-343,0.114492,1411,1,0.0338195
3,134.773,0,8,1237647,111,-324,0.0730241,992,1,0.0237767
3,134.773,6,8,1927504,-451,-343,0.114492,1411,1,0.0338195
3,134.783,0,8,1237647,210,-324,0.0730241,992,1,0.0237767
3,134.783,6,8,1927505,363,-343,0.114492,1411,1,0.0338195
3,134.793,0,8,1237647,-130,-325,0.0730241,992,1,0.0237767
3,134.793,6,8,1927505,416,-342,0.114492,1411,1,0.0338195
3,134.803,0,8,1237649,-692,-325,0.0730242,992,1,0.0237767
3,134.803,6,8,1927505,1146,-344,0.114492,1411,1,0.0338195
3,134.813,0,8,1237645,-467,-324,0.073024,992,1,0.0237767
3,134.813,6,8,1927505,-375,-341,0.114492,1412,1,0.0338435
3,134.823,0,8,1237647,442,-324,0.0730241,992,1,0.0237767
3,134.823,6,8,1927505,-798,-342,0.114492,1412,1,0.0338435
3,134.833,0,8,1237645,-430,-325,0.073024,992,1,0.0237767
3,134.833,6,8,1927504,-1177,-340,0.114492,1412,1,0.0338435
3,134.843,0,8,1237647,670,-324,0.0730241,992,1,0.0237767
3,134.843,6,8,1927504,-435,-343,0.114492,1412,1,0.0338435
3,134.853,0,8,1237645,82,-323,0.073024,991,1,0.0237527
