Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	631.406	-205.839	-446.772	485.17	-370.982	-360.722	832.9	-332.87	-472.377	825.771	-49.5756	-464.227	454.416	-83.1436	-344.041
2	0	631.409	-205.841	-446.773	485.167	-370.98	-360.722	832.895	-332.876	-472.38	825.77	-49.5728	-464.234	454.42	-83.1393	-344.043
3	0	631.408	-205.845	-446.769	485.163	-370.982	-360.72	832.889	-332.877	-472.385	825.769	-49.5846	-464.235	454.423	-83.1417	-344.036
4	0	631.406	-205.846	-446.769	485.166	-370.977	-360.714	832.889	-332.879	-472.382	825.771	-49.5817	-464.238	454.419	-83.1365	-344.042
5	0	631.402	-205.845	-446.767	485.168	-370.983	-360.707	832.884	-332.886	-472.38	825.767	-49.585	-464.241	454.41	-83.1392	-344.038
6	0	631.394	-205.852	-446.767	485.167	-370.982	-360.7	832.877	-332.89	-472.387	825.758	-49.5936	-464.245	454.403	-83.1414	-344.04
7	0	631.392	-205.852	-446.77	485.168	-370.977	-360.698	832.876	-332.885	-472.385	825.757	-49.5942	-464.247	454.396	-83.1398	-344.041
8	0	631.388	-205.854	-446.772	485.174	-370.975	-360.691	832.876	-332.892	-472.385	825.756	-49.594	-464.251	454.388	-83.142	-344.042
9	0	631.387	-205.853	-446.77	485.173	-370.973	-360.689	832.868	-332.9	-472.383	825.756	-49.5914	-464.248	454.386	-83.1355	-344.043
10	0	631.379	-205.853	-446.774	485.173	-370.97	-360.686	832.869	-332.903	-472.385	825.748	-49.5979	-464.254	454.382	-83.1386	-344.046
11	0	631.376	-205.857	-446.776	485.173	-370.967	-360.684	832.863	-332.894	-472.388	825.739	-49.6006	-464.256	454.372	-83.1367	-344.048
12	0	631.375	-205.86	-446.776	485.174	-370.97	-360.683	832.871	-332.899	-472.383	825.743	-49.6079	-464.253	454.367	-83.1406	-344.051
13	0	631.372	-205.859	-446.775	485.173	-370.97	-360.688	832.859	-332.908	-472.384	825.738	-49.6074	-464.256	454.361	-83.1416	-344.053
14	0	631.373	-205.861	-446.778	485.176	-370.962	-360.685	832.861	-332.898	-472.385	825.733	-49.605	-464.253	454.36	-83.1418	-344.054
15	0	631.373	-205.862	-446.776	485.172	-370.966	-360.691	832.861	-332.899	-472.386	825.737	-49.6063	-464.248	454.36	-83.1402	-344.057
16	0	631.372	-205.866	-446.777	485.176	-370.968	-360.695	832.864	-332.896	-472.383	825.74	-49.6046	-464.249	454.36	-83.1437	-344.058
17	0	631.371	-205.865	-446.779	485.176	-370.964	-360.693	832.879	-332.882	-472.379	825.742	-49.6051	-464.251	454.359	-83.1422	-344.06
18	0	631.373	-205.861	-446.779	485.175	-370.971	-360.701	832.871	-332.894	-472.383	825.746	-49.5988	-464.244	454.363	-83.1436	-344.061
19	0	631.372	-205.862	-446.779	485.177	-370.967	-360.701	832.875	-332.895	-472.379	825.75	-49.5975	-464.242	454.364	-83.1452	-344.062
20	0	631.37	-205.863	-446.78	485.173	-370.968	-360.71	832.884	-332.896	-472.378	825.745	-49.6066	-464.24	454.365	-83.1442	-344.065
21	0	631.375	-205.863	-446.779	485.177	-370.966	-360.713	832.883	-332.895	-472.383	825.752	-49.5961	-464.231	454.36	-83.1523	-344.067
22	0	631.383	-205.858	-446.783	485.177	-370.966	-360.72	832.886	-332.887	-472.379	825.758	-49.5868	-464.222	454.358	-83.1484	-344.069
23	0	631.381	-205.856	-446.783	485.172	-370.967	-360.728	832.893	-332.886	-472.374	825.757	-49.5898	-464.221	454.354	-83.1494	-344.073
24	0	631.384	-205.859	-446.784	485.175	-370.964	-360.73	832.894	-332.889	-472.377	825.756	-49.5932	-464.217	454.355	-83.1539	-344.073
25	0	631.389	-205.857	-446.784	485.179	-370.971	-360.735	832.903	-332.88	-472.374	825.761	-49.5878	-464.215	454.364	-83.1518	-344.078
26	0	631.396	-205.856	-446.786	485.182	-370.968	-360.736	832.902	-332.888	-472.369	825.763	-49.586	-464.21	454.354	-83.1552	-344.077
27	0	631.4	-205.855	-446.784	485.184	-370.973	-360.74	832.905	-332.889	-472.372	825.768	-49.5875	-464.207	454.359	-83.1576	-344.08
28	0	631.398	-205.862	-446.785	485.184	-370.973	-360.741	832.903	-332.898	-472.371	825.77	-49.5884	-464.202	454.36	-83.1558	-344.085
29	0	631.404	-205.858	-446.786	485.187	-370.971	-360.745	832.905	-332.895	-472.368	825.771	-49.5895	-464.2	454.36	-83.158	-344.084
30	0	631.401	-205.861	-446.788	485.186	-370.971	-360.747	832.912	-332.883	-472.37	825.779	-49.5873	-464.202	454.358	-83.1585	-344.086
31	0	631.401	-205.86	-446.789	485.191	-370.979	-360.749	832.915	-332.882	-472.374	825.779	-49.5845	-464.2	454.358	-83.1592	-344.091
32	0	631.395	-205.862	-446.79	485.19	-370.984	-360.751	832.916	-332.886	-472.372	825.773	-49.5844	-464.2	454.36	-83.157	-344.089
33	0	631.401	-205.858	-446.787	485.19	-370.976	-360.753	832.912	-332.882	-472.373	825.773	-49.586	-464.195	454.358	-83.1602	-344.089
34	0	631.407	-205.859	-446.786	485.193	-370.977	-360.755	832.91	-332.889	-472.371	825.77	-49.5858	-464.196	454.362	-83.1573	-344.09
35	0	631.415	-205.854	-446.789	485.194	-370.979	-360.758	832.912	-332.884	-472.371	825.774	-49.5873	-464.198	454.363	-83.1559	-344.094
36	0	631.413	-205.859	-446.788	485.194	-370.979	-360.758	832.911	-332.89	-472.369	825.772	-49.5965	-464.196	454.359	-83.1609	-344.09
37	0	631.41	-205.864	-446.789	485.192	-370.978	-360.757	832.916	-332.886	-472.368	825.769	-49.5883	-464.196	454.362	-83.1629	-344.094
38	0	631.414	-205.857	-446.787	485.193	-370.985	-360.751	832.91	-332.891	-472.363	825.77	-49.5926	-464.197	454.36	-83.1619	-344.091
39	0	631.41	-205.865	-446.788	485.2	-370.976	-360.746	832.903	-332.898	-472.364	825.77	-49.5938	-464.2	454.364	-83.1605	-344.092
40	0	631.416	-205.862	-446.787	485.195	-370.981	-360.746	832.9	-332.894	-472.362	825.766	-49.6005	-464.203	454.369	-83.1576	-344.087
41	0	631.419	-205.859	-446.786	485.194	-370.977	-360.742	832.898	-332.896	-472.363	825.775	-49.5994	-464.2	454.365	-83.156	-344.091
42	0	631.413	-205.867	-446.787	485.192	-370.976	-360.736	832.89	-332.895	-472.363	825.768	-49.5976	-464.211	454.366	-83.1556	-344.084
43	0	631.409	-205.869	-446.786	485.191	-370.978	-360.731	832.897	-332.886	-472.36	825.77	-49.6003	-464.213	454.371	-83.1522	-344.082
44	0	631.408	-205.867	-446.782	485.19	-370.975	-360.724	832.889	-332.895	-472.364	825.76	-49.6078	-464.217	454.368	-83.1552	-344.083
45	0	631.398	-205.873	-446.784	485.188	-370.977	-360.729	832.888	-332.891	-472.366	825.77	-49.6049	-464.219	454.365	-83.1488	-344.083
46	0	631.396	-205.864	-446.782	485.188	-370.977	-360.721	832.894	-332.882	-472.36	825.763	-49.6034	-464.222	454.368	-83.1496	-344.077
47	0	631.391	-205.865	-446.785	485.185	-370.973	-360.718	832.891	-332.891	-472.364	825.766	-49.6019	-464.228	454.361	-83.1479	-344.083
48	0	631.392	-205.869	-446.781	485.184	-370.971	-360.713	832.894	-332.892	-472.365	825.761	-49.6076	-464.23	454.363	-83.1415	-344.076
49	0	631.396	-205.87	-446.78	485.186	-370.968	-360.71	832.892	-332.892	-472.367	825.76	-49.6075	-464.23	454.367	-83.1393	-344.074
50	0	631.389	-205.87	-446.782	485.189	-370.973	-360.702	832.886	-332.898	-472.367	825.754	-49.6101	-464.239	454.365	-83.1426	-344.075
51	0	631.386	-205.869	-446.781	485.181	-370.97	-360.703	832.888	-332.889	-472.367	825.754	-49.6096	-464.24	454.356	-83.1488	-344.073
52	0	631.389	-205.871	-446.779	485.185	-370.974	-360.695	832.872	-332.912	-472.368	825.755	-49.6035	-464.242	454.363	-83.1484	-344.067
53	0	631.389	-205.875	-446.778	485.185	-370.973	-360.696	832.877	-332.897	-472.373	825.753	-49.62	-464.239	454.36	-83.1452	-344.063
54	0	631.389	-205.871	-446.777	485.187	-370.972	-360.691	832.869	-332.902	-472.378	825.747	-49.6185	-464.246	454.364	-83.1422	-344.06
55	0	631.387	-205.871	-446.777	485.184	-370.978	-360.691	832.87	-332.896	-472.376	825.747	-49.613	-464.246	454.358	-83.1452	-344.057
56	0	631.374	-205.876	-446.781	485.182	-370.976	-360.69	832.871	-332.894	-472.381	825.742	-49.6193	-464.248	454.362	-83.1473	-344.055
57	0	631.372	-205.874	-446.774	485.18	-370.972	-360.69	832.866	-332.894	-472.377	825.74	-49.6177	-464.245	454.361	-83.1486	-344.048
58	0	631.368	-205.875	-446.774	485.184	-370.971	-360.69	832.867	-332.888	-472.383	825.736	-49.6076	-464.245	454.362	-83.149	-344.045
59	0	631.374	-205.869	-446.771	485.184	-370.977	-360.689	832.862	-332.904	-472.387	825.737	-49.6055	-464.244	454.363	-83.1468	-344.047
60	0	631.369	-205.871	-446.774	485.182	-370.975	-360.69	832.862	-332.892	-472.388	825.738	-49.6025	-464.24	454.354	-83.1519	-344.044
61	0	631.365	-205.875	-446.774	485.182	-370.977	-360.693	832.871	-332.887	-472.395	825.738	-49.603	-464.243	454.356	-83.1512	-344.044
