Trajectories
100
		platform:platform1			platform:platform2			platform:platform3			platform:platform4			platform:platform5			
Frame	Sub Frame	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
		mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
1	0	1197.47	-540.382	-706.671	1032.74	-705.52	-662.269	1392.84	-647.545	-620.312	1374.65	-368.218	-669.22	989.186	-424.631	-714.63
2	0	1198.71	-539.88	-705.992	1034.41	-705.193	-661.672	1393.56	-645.214	-616.871	1374.4	-366.559	-669.145	990.418	-424.384	-717.053
3	0	1199.36	-539.717	-705.708	1035.78	-705.237	-660.465	1394.09	-642.73	-613.644	1374.01	-364.767	-669.389	990.774	-425.322	-719.633
4	0	1199.98	-539.297	-705.453	1037.07	-705.177	-658.927	1394.97	-639.827	-610.126	1373.51	-362.853	-669.857	990.983	-426.217	-721.986
5	0	1200.32	-539.377	-704.623	1038.36	-704.908	-657.021	1395.43	-636.989	-607.265	1372.84	-360.984	-670.647	990.99	-427.21	-724.119
6	0	1201.09	-538.254	-704.167	1039.42	-704.716	-654.826	1396.07	-634.005	-604.181	1372.16	-359.103	-671.664	990.634	-428.578	-726.275
7	0	1201.52	-537.772	-703.211	1040.55	-704.093	-652.169	1396.4	-631.12	-601.567	1371.52	-357.243	-672.901	990.858	-429.058	-727.654
8	0	1201.79	-537.304	-702.435	1041.54	-703.729	-649.314	1396.99	-628.152	-598.903	1370.86	-355.556	-674.34	989.735	-431.415	-729.439
9	0	1201.97	-536.828	-701.596	1042.24	-703.092	-646.427	1397.79	-624.932	-596.242	1370.26	-353.939	-675.955	990.217	-431.117	-730.438
10	0	1202.22	-536.206	-700.509	1042.9	-702.397	-643.192	1398.37	-621.896	-593.601	1369.67	-352.519	-677.666	989.693	-432.3	-731.424
11	0	1202.25	-535.693	-699.501	1043.31	-701.491	-639.422	1398.32	-619.523	-591.567	1369.04	-351.306	-679.485	988.73	-434.042	-731.88
12	0	1202.04	-535.44	-698.386	1043.6	-700.585	-635.699	1398.74	-616.827	-589.259	1368.53	-350.26	-681.396	989.245	-433.13	-732.042
13	0	1201.37	-535.647	-697.585	1043.74	-699.618	-631.843	1398.53	-614.809	-587.449	1368.06	-349.489	-683.406	988.712	-433.776	-732.067
14	0	1201.28	-535.133	-696.305	1043.63	-698.506	-627.784	1398.57	-612.879	-585.806	1367.61	-349.012	-685.51	988.119	-434.283	-732.025
15	0	1200.91	-534.855	-695.034	1043.31	-697.368	-623.78	1398.41	-611.288	-584.427	1367.2	-348.866	-687.763	987.708	-434.342	-731.473
16	0	1200.19	-534.85	-693.975	1042.7	-696.027	-619.645	1398.14	-609.962	-583.08	1366.82	-349.03	-690.121	986.931	-434.632	-730.753
17	0	1199.41	-534.792	-692.908	1041.84	-694.561	-615.598	1397.86	-608.956	-582.096	1366.6	-349.539	-692.581	986.083	-434.669	-730.077
18	0	1198.35	-534.996	-691.824	1040.55	-692.922	-611.299	1396.82	-608.885	-581.516	1366.4	-350.538	-695.133	985.285	-434.364	-728.82
19	0	1197.12	-535.231	-690.77	1038.95	-691.124	-607.1	1396.17	-608.736	-580.835	1366.35	-351.95	-697.683	984.695	-433.359	-727.336
20	0	1195.67	-535.569	-689.727	1036.92	-689.228	-602.953	1395.22	-609.155	-580.381	1366.39	-353.795	-700.293	983.473	-432.821	-726.243
