0	0	0	0	0	0	
-0.0500002	-0.000418421	-1.86877e-05	-0.00151001	-0.0214757	0.0257181	
-0.0999998	-0.001845	-4.25222e-05	-0.00886833	-0.0426878	0.0527546	
-0.15	-0.00190253	-6.21289e-05	-0.0170895	-0.0660091	0.0799587	
-0.2	-0.00193611	-8.02039e-05	-0.0198938	-0.0902412	0.10769	
-0.25	-0.00195627	-0.000100117	-0.0251908	-0.116607	0.13638	
-0.3	-0.00196441	-0.00011329	-0.0435746	-0.143355	0.166029	
-0.35	-0.00196705	-0.000122113	-0.0644751	-0.172813	0.196637	
-0.4	-0.00196729	-0.000126586	-0.0727442	-0.204235	0.228084	
-0.45	-0.00196723	-0.000129221	-0.0940282	-0.237719	0.262071	
-0.5	-0.00196656	-0.000130079	-0.120537	-0.273456	0.297185	
-0.45	-0.0019668	-0.000130691	-0.109823	-0.245701	0.27034	
-0.4	-0.00196711	-0.000131549	-0.0867898	-0.214997	0.238965	
-0.35	-0.00196766	-0.000133877	-0.0802464	-0.186235	0.208406	
-0.3	-0.00196962	-0.000137002	-0.0603765	-0.158312	0.178996	
-0.25	-0.00197471	-0.000140127	-0.0563738	-0.131299	0.149635	
-0.2	-0.00198617	-0.000144477	-0.0532339	-0.106084	0.121137	
-0.15	-0.00199775	-0.000149073	-0.0386371	-0.0818762	0.0941481	
-0.1	-0.00200602	-0.00015085	-0.0371271	-0.0591062	0.0673993	
-0.0499999	-0.0020252	-0.000154526	-0.0356411	-0.0370073	0.041034	
-1.83813e-07	-0.00203567	-0.000155751	-0.0352336	-0.0162985	0.0155795	
2.45085e-07	-0.0520358	-0.00015667	-0.0382297	-0.0158911	0.0207327	
1.34797e-06	-0.102036	-0.000157834	-0.0513165	-0.0190549	0.0279472	
4.35025e-06	-0.152036	-0.000158754	-0.0644032	-0.03497	0.0488717	
8.7005e-06	-0.202036	-0.000159795	-0.0845607	-0.0371032	0.0648107	
1.86264e-05	-0.252036	-0.000160163	-0.106156	-0.0384214	0.0830027	
3.95812e-05	-0.302036	-0.000160469	-0.129094	-0.0566374	0.106012	
8.21033e-05	-0.352035	-0.000160653	-0.154549	-0.0791199	0.131203	
0.000154097	-0.402035	-0.000160714	-0.184917	-0.0978152	0.159774	
0.00024778	-0.452035	-0.000160653	-0.220534	-0.118524	0.190885	
0.00078329	-0.502035	-0.000160653	-0.260705	-0.145057	0.227197	
0.000787334	-0.452035	-0.000160714	-0.238366	-0.143379	0.205482	
0.000787273	-0.402035	-0.000160775	-0.203348	-0.128806	0.176408	
0.000787028	-0.352035	-0.000161327	-0.173316	-0.109104	0.151553	
0.000786844	-0.302035	-0.000166167	-0.146447	-0.0892585	0.128015	
0.00078666	-0.252035	-0.000174684	-0.123198	-0.071378	0.105677	
0.000786476	-0.202036	-0.000192391	-0.10177	-0.0652421	0.0852078	
0.00078617	-0.152036	-0.000209915	-0.0810853	-0.0529223	0.068358	
0.000786109	-0.102036	-0.000224191	-0.0608799	-0.0498304	0.0513644	
0.000785986	-0.0520356	-0.000245513	-0.0447491	-0.0464988	0.0429035	
0.00078568	-0.00203573	-0.000259912	-0.032693	-0.0455161	0.0216195	
0.000785373	-0.00203592	-0.0502603	-0.0477452	-0.0551035	0.0214518	
0.000785312	-0.00203518	-0.10026	-0.0741824	-0.072912	0.0229618	
0.00078519	-0.00203494	-0.15026	-0.103927	-0.0925422	0.047841	
0.00078519	-0.00203451	-0.20026	-0.131155	-0.113011	0.051676	
0.000784883	-0.00203383	-0.25026	-0.16277	-0.135877	0.0607361	
0.000785067	-0.00203224	-0.30026	-0.197045	-0.16126	0.0708028	
0.000785067	-0.00202967	-0.350259	-0.228395	-0.187218	0.0876766	
0.000785006	-0.00202232	-0.400259	-0.265882	-0.215572	0.101794	
0.000785067	-0.00199854	-0.450259	-0.300996	-0.246132	0.120274	
0.000785251	-0.00193182	-0.500259	-0.338746	-0.278945	0.139161	
0.000785373	-0.00192961	-0.450259	-0.30984	-0.252987	0.132186	
0.000785251	-0.00192986	-0.400259	-0.274559	-0.224009	0.117733	
0.000785251	-0.00193004	-0.350259	-0.241027	-0.196853	0.0967367	
0.000785251	-0.00193041	-0.30026	-0.207998	-0.170895	0.0914636	
0.00078519	-0.00193059	-0.25026	-0.176024	-0.146999	0.0817804	
0.000785251	-0.00193084	-0.20026	-0.146184	-0.124205	0.0667521	
0.000785006	-0.00193078	-0.15026	-0.116343	-0.102201	0.0626056	
0.00078519	-0.00193114	-0.10026	-0.0859748	-0.0811811	0.0539769	
0.00078519	-0.00193121	-0.0502606	-0.0587467	-0.0606881	0.0515561	
0.00078519	-0.00193121	-0.000260709	-0.0266289	-0.0409141	0.0456599	
