3,87.536,0,10,5925271,346,-174,-5.9936e-08,11754,1,0
3,87.536,4,10,5132937,253,-167,-2.9968e-07,11118,1,0
3,87.536,6,10,5243945,209,-76,5.9936e-08,-11982,1,0
3,90.6806,0,10,5924247,1143,-240,-6.14344e-05,11754,1,0
3,90.6806,4,10,5132935,-515,-168,-4.19552e-07,11118,1,0
3,90.6806,6,10,5243946,-1060,-75,1.19872e-07,-11982,1,0
3,94.5949,0,10,5880571,793,-308,-0.0026792,11727,1,-0.000647148
3,94.5949,4,10,5132933,-330,-168,-5.39424e-07,11116,1,-4.79369e-05
3,94.5949,6,10,5243948,-650,-77,2.39744e-07,-11979,1,7.19053e-05
3,109.149,0,10,5336003,380,-373,-0.0353184,11719,1,-0.000838896
3,109.149,4,10,5132902,1082,-166,-2.39744e-06,10720,1,-0.00953944
3,109.149,6,10,5243952,5,-77,4.79488e-07,-11501,1,0.0115288
3,120.581,0,10,1561942,790,-442,-0.261521,11814,1,0.00143811
3,120.581,4,10,5132826,256,-167,-6.95258e-06,7418,1,-0.0886833
3,120.581,6,10,5243953,93,-75,5.39424e-07,-7019,1,0.118955
3,123.79,0,10,1561994,-71,-372,-0.261517,11814,1,0.00143811
3,123.79,4,10,5132824,127,-169,-7.07245e-06,7418,1,-0.0886833
3,123.79,6,10,5243953,671,-75,5.39424e-07,-7018,1,0.118979
3,126.974,0,10,1562223,678,-308,-0.261504,11814,1,0.00143811
3,126.974,4,10,5132823,745,-168,-7.13238e-06,7418,1,-0.0886833
3,126.974,6,10,5243953,56,-76,5.39424e-07,-7017,1,0.119003
3,130.168,0,10,1563533,681,-240,-0.261425,11814,1,0.00143811
3,130.168,4,10,5132821,185,-168,-7.25226e-06,7418,1,-0.0886833
3,130.168,6,10,5243954,470,-75,5.9936e-07,-7016,1,0.119027
3,134.022,0,10,1570539,-452,-174,-0.261005,11830,1,0.0018216
3,134.022,4,10,5132819,-55,-170,-7.37213e-06,7418,1,-0.0886833
3,134.022,6,10,5243954,-6,-75,5.9936e-07,-7016,1,0.119027
3,137.051,0,10,1570684,48,-176,-0.260997,11831,1,0.00184557
3,137.051,4,10,5132818,123,-167,-7.43206e-06,7418,1,-0.0886833
3,137.051,6,10,5243954,10,-77,5.9936e-07,-7016,1,0.119027
3,140.244,0,10,1570764,606,-175,-0.260992,11831,1,0.00184557
3,140.244,4,10,5131899,-5,-237,-6.25132e-05,7418,1,-0.0886833
3,140.244,6,10,5243955,999,-75,6.59296e-07,-7016,1,0.119027
3,144.887,0,10,1570851,228,-176,-0.260987,11835,1,0.00194144
3,144.887,4,10,5092015,384,-305,-0.002453,7418,1,-0.0886833
3,144.887,6,10,5243955,9,-76,6.59296e-07,-6993,1,0.119579
3,161.302,0,10,1571223,5,-175,-0.260964,11677,1,-0.00184557
3,161.302,4,10,4561368,931,-372,-0.0342579,8051,1,-0.0735112
3,161.302,6,10,5243957,6,-76,7.79168e-07,-6755,1,0.125283
3,176.427,0,10,1571918,-47,-175,-0.260923,8860,1,-0.0693647
3,176.427,4,10,533693,-643,-441,-0.275661,6517,1,-0.110279
3,176.427,6,10,5243957,-196,-77,7.79168e-07,-4509,1,0.179116
3,179.632,0,10,1571924,-1097,-174,-0.260922,8860,1,-0.0693647
3,179.632,4,10,533762,-6,-372,-0.275656,6517,1,-0.110279
3,179.632,6,10,5243958,-689,-77,8.39104e-07,-4509,1,0.179116
3,182.845,0,10,1571935,-320,-176,-0.260922,8860,1,-0.0693647
3,182.845,4,10,534067,108,-304,-0.275638,6517,1,-0.110279
3,182.845,6,10,5243958,-1069,-76,8.39104e-07,-4509,1,0.179116
3,186.035,0,10,1571943,-49,-175,-0.260921,8860,1,-0.0693647
3,186.035,4,10,536881,-323,-236,-0.275469,6517,1,-0.110279
3,186.035,6,10,5243959,-259,-76,8.9904e-07,-4509,1,0.179116
